city_name,city_id,lat,lng,city_temp,city_hum,cloudiness,city_wind,url
Hikkaduwa,1244178,5.554873,79.136219,81.88,100,0,4.72,http://api.openweathermap.org/data/2.5/weather?lat=5.554873&lon=79.136219&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Alilit,1890524,-8.4139195,130.582394,84.71,100,0,4.61,http://api.openweathermap.org/data/2.5/weather?lat=-8.4139195&lon=130.582394&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kortkeros,544397,62.1579965,51.942199,2.68,86,12,6.06,http://api.openweathermap.org/data/2.5/weather?lat=62.1579965&lon=51.942199&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Pangnirtung,6096551,65.7393265,-66.339481,1.4,84,20,3.36,http://api.openweathermap.org/data/2.5/weather?lat=65.7393265&lon=-66.339481&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Cahuzac-sur-Vere,3029206,44.0086585,1.944303,43.74,93,0,14.99,http://api.openweathermap.org/data/2.5/weather?lat=44.0086585&lon=1.944303&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mumford,2297810,3.9848425,-0.386405,83.05,100,0,6.17,http://api.openweathermap.org/data/2.5/weather?lat=3.9848425&lon=-0.386405&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Olenek,2018567,69.488526,112.926401,-29.01,46,44,7.96,http://api.openweathermap.org/data/2.5/weather?lat=69.488526&lon=112.926401&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Cajaruro,3699078,-5.699194,-78.119030,73.6,57,24,3.38,http://api.openweathermap.org/data/2.5/weather?lat=-5.699194&lon=-78.119030&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Kihnioe,652896,62.080499,23.372305,29.45,84,92,6.73,http://api.openweathermap.org/data/2.5/weather?lat=62.080499&lon=23.372305&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Municipio de Champerico,3598786,13.688250,-92.265170,80.66,100,76,3.83,http://api.openweathermap.org/data/2.5/weather?lat=13.688250&lon=-92.265170&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bekondo,2234545,4.8360895,9.302124,74,88,56,1.92,http://api.openweathermap.org/data/2.5/weather?lat=4.8360895&lon=9.302124&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Inukjuak,5983577,58.3005915,-77.661382,-5.81,83,1,4.7,http://api.openweathermap.org/data/2.5/weather?lat=58.3005915&lon=-77.661382&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Glace Bay,5961564,46.3124165,-59.905988,33.8,80,90,3.36,http://api.openweathermap.org/data/2.5/weather?lat=46.3124165&lon=-59.905988&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Parnaiuicava,3662952,-0.6124115,-69.564999,99.61,36,0,4.38,http://api.openweathermap.org/data/2.5/weather?lat=-0.6124115&lon=-69.564999&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Aklavik,5882953,67.960194,-134.663265,9.18,85,90,2.04,http://api.openweathermap.org/data/2.5/weather?lat=67.960194&lon=-134.663265&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Yan’an,1787765,37.413333,109.067655,17.75,67,76,3.15,http://api.openweathermap.org/data/2.5/weather?lat=37.413333&lon=109.067655&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Shangchuan,1913369,20.954352,113.104749,70.36,100,24,20.04,http://api.openweathermap.org/data/2.5/weather?lat=20.954352&lon=113.104749&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Dezhou,1812956,27.4466835,102.129144,30.71,79,0,1.48,http://api.openweathermap.org/data/2.5/weather?lat=27.4466835&lon=102.129144&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bhuj,1275812,23.2874695,69.622003,57.22,68,0,2.71,http://api.openweathermap.org/data/2.5/weather?lat=23.2874695&lon=69.622003&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Coihaique Alto,3894423,-45.626501,-71.636863,76.15,40,0,33.33,http://api.openweathermap.org/data/2.5/weather?lat=-45.626501&lon=-71.636863&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Dahuk,96994,36.933786,42.786534,23.29,64,0,3.71,http://api.openweathermap.org/data/2.5/weather?lat=36.933786&lon=42.786534&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Worsley,6184594,57.5123495,-119.791273,32.33,80,32,5.95,http://api.openweathermap.org/data/2.5/weather?lat=57.5123495&lon=-119.791273&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Fraserburgh,2649089,58.207666,-0.963843,42.95,100,88,3.38,http://api.openweathermap.org/data/2.5/weather?lat=58.207666&lon=-0.963843&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Qikiqtarjuaq,6114685,67.9732635,-66.675756,3.2,77,64,0.25,http://api.openweathermap.org/data/2.5/weather?lat=67.9732635&lon=-66.675756&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Trostyanets,691255,50.4451685,34.933525,33.19,93,80,10.76,http://api.openweathermap.org/data/2.5/weather?lat=50.4451685&lon=34.933525&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Fort Smith,5955954,60.8875425,-111.166320,8.93,77,68,5.17,http://api.openweathermap.org/data/2.5/weather?lat=60.8875425&lon=-111.166320&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Wrigley,6184824,63.0681885,-122.149139,12.2,92,75,13.87,http://api.openweathermap.org/data/2.5/weather?lat=63.0681885&lon=-122.149139&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Jamaame,56399,0.072371,43.731036,80.8,96,24,17.47,http://api.openweathermap.org/data/2.5/weather?lat=0.072371&lon=43.731036&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Shetpe,608324,44.600467,52.495524,23.33,82,12,6.51,http://api.openweathermap.org/data/2.5/weather?lat=44.600467&lon=52.495524&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Lincoln,4274450,38.945350,-98.392862,58.23,20,1,25.28,http://api.openweathermap.org/data/2.5/weather?lat=38.945350&lon=-98.392862&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Washington,5549222,37.0595485,-113.398770,44.6,19,1,3.04,http://api.openweathermap.org/data/2.5/weather?lat=37.0595485&lon=-113.398770&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Agematsu,1865720,35.961715,137.594589,23.38,82,80,5.61,http://api.openweathermap.org/data/2.5/weather?lat=35.961715&lon=137.594589&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Herdorf,2906143,50.784101,7.964017,43.18,100,75,16.11,http://api.openweathermap.org/data/2.5/weather?lat=50.784101&lon=7.964017&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tumbit,1623024,2.2334605,117.446370,74.95,96,12,1.92,http://api.openweathermap.org/data/2.5/weather?lat=2.2334605&lon=117.446370&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Barrows,5894299,52.897922,-101.607195,16.54,74,0,4.16,http://api.openweathermap.org/data/2.5/weather?lat=52.897922&lon=-101.607195&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bala Murghab,1132770,36.248776,63.218436,21.8,70,0,2.71,http://api.openweathermap.org/data/2.5/weather?lat=36.248776&lon=63.218436&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Jedway,5986080,52.632472,-130.659568,50.15,88,20,19.93,http://api.openweathermap.org/data/2.5/weather?lat=52.632472&lon=-130.659568&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sibut,2383119,5.644719,18.656923,78.91,72,68,2.37,http://api.openweathermap.org/data/2.5/weather?lat=5.644719&lon=18.656923&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Grande Prairie,5964347,54.6656005,-118.466444,32,73,75,4.7,http://api.openweathermap.org/data/2.5/weather?lat=54.6656005&lon=-118.466444&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bordj Omar Driss,2503633,27.7755275,7.479584,53.17,43,0,6.51,http://api.openweathermap.org/data/2.5/weather?lat=27.7755275&lon=7.479584&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Dam,2387440,6.4841405,17.347004,79.63,43,24,4.38,http://api.openweathermap.org/data/2.5/weather?lat=6.4841405&lon=17.347004&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Donso,2717412,57.5297295,11.507424,30.2,92,90,10.29,http://api.openweathermap.org/data/2.5/weather?lat=57.5297295&lon=11.507424&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nogliki,2122783,51.678817,145.261596,28.01,100,68,11.99,http://api.openweathermap.org/data/2.5/weather?lat=51.678817&lon=145.261596&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Namwala,901766,-16.5104275,25.485995,70.72,89,56,7.85,http://api.openweathermap.org/data/2.5/weather?lat=-16.5104275&lon=25.485995&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Patnagarh,1260082,20.7328875,82.889923,61.72,70,0,2.71,http://api.openweathermap.org/data/2.5/weather?lat=20.7328875&lon=82.889923&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Wilaya du Hodh ech Chargui,2379025,18.150200,-7.237098,71.8,22,76,2.93,http://api.openweathermap.org/data/2.5/weather?lat=18.150200&lon=-7.237098&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Muḩāfaz̧at Aswān,359787,22.8431705,32.392006,68.38,62,20,7.4,http://api.openweathermap.org/data/2.5/weather?lat=22.8431705&lon=32.392006&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nezhdaninskoe,6930488,63.2311275,137.631451,-51.24,0,8,1.81,http://api.openweathermap.org/data/2.5/weather?lat=63.2311275&lon=137.631451&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Vuktyl,470905,63.494839,56.737729,-3.49,64,8,5.5,http://api.openweathermap.org/data/2.5/weather?lat=63.494839&lon=56.737729&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Cape Parry,5916134,70.6736195,-126.254264,-1.11,81,12,15.35,http://api.openweathermap.org/data/2.5/weather?lat=70.6736195&lon=-126.254264&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sao Paulo de Olivenca,3662252,-2.222809,-69.291967,98.98,41,8,3.83,http://api.openweathermap.org/data/2.5/weather?lat=-2.222809&lon=-69.291967&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nasanggalau,4036024,-17.461500,-179.072800,79.58,100,76,10.76,http://api.openweathermap.org/data/2.5/weather?lat=-17.461500&lon=-179.072800&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nadym,1498087,64.6343855,71.654083,1.01,63,68,6.73,http://api.openweathermap.org/data/2.5/weather?lat=64.6343855&lon=71.654083&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Porto Velho,3662762,-8.2893855,-64.024269,80.6,78,75,3.94,http://api.openweathermap.org/data/2.5/weather?lat=-8.2893855&lon=-64.024269&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Hereford,5523074,34.874224,-102.370454,64.4,10,1,7.29,http://api.openweathermap.org/data/2.5/weather?lat=34.874224&lon=-102.370454&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bunburra,2173325,-28.117220,152.638095,59,93,56,5.82,http://api.openweathermap.org/data/2.5/weather?lat=-28.117220&lon=152.638095&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Cold Springs,5502015,39.7733795,-120.030820,31.33,55,75,2.93,http://api.openweathermap.org/data/2.5/weather?lat=39.7733795&lon=-120.030820&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Mount Vernon,4261837,37.888857,-88.071738,54.61,43,1,21.92,http://api.openweathermap.org/data/2.5/weather?lat=37.888857&lon=-88.071738&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Avon Lake,5146286,41.649151,-82.048813,29.48,68,90,3.36,http://api.openweathermap.org/data/2.5/weather?lat=41.649151&lon=-82.048813&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Chukotskiy Avtonomnyy Okrug,2126099,68.410660,172.010706,-6.19,73,48,14.67,http://api.openweathermap.org/data/2.5/weather?lat=68.410660&lon=172.010706&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Hayden,5577864,40.414426,-107.091970,30.13,40,1,9.17,http://api.openweathermap.org/data/2.5/weather?lat=40.414426&lon=-107.091970&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Zwedru,2272491,6.2004905,-7.926912,83.05,65,20,3.6,http://api.openweathermap.org/data/2.5/weather?lat=6.2004905&lon=-7.926912&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Nagornyy,2131859,63.4337965,179.775823,18.16,100,24,33.91,http://api.openweathermap.org/data/2.5/weather?lat=63.4337965&lon=179.775823&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Préfecture de la Basse-Kotto,240396,5.334298,21.900115,77.56,51,0,7.74,http://api.openweathermap.org/data/2.5/weather?lat=5.334298&lon=21.900115&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Port Hedland,2063042,-19.0524835,118.253989,81.56,100,0,15.9,http://api.openweathermap.org/data/2.5/weather?lat=-19.0524835&lon=118.253989&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ngatik,7627089,6.4043325,157.027875,78.86,100,92,17.58,http://api.openweathermap.org/data/2.5/weather?lat=6.4043325&lon=157.027875&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Anse-Bertrand,3579789,16.669751,-61.368157,81.73,65,75,10.29,http://api.openweathermap.org/data/2.5/weather?lat=16.669751&lon=-61.368157&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Campanas,3863262,-28.445052,-67.303377,78.05,56,24,4.61,http://api.openweathermap.org/data/2.5/weather?lat=-28.445052&lon=-67.303377&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Pianco,3392225,-7.2656255,-37.850931,95.2,28,0,8.97,http://api.openweathermap.org/data/2.5/weather?lat=-7.2656255&lon=-37.850931&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tsementnozavodskiy,1489126,68.5600675,63.585332,7.09,85,92,11.43,http://api.openweathermap.org/data/2.5/weather?lat=68.5600675&lon=63.585332&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Rassolenki,829144,57.697577,58.218506,6.5,79,64,3.71,http://api.openweathermap.org/data/2.5/weather?lat=57.697577&lon=58.218506&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Arkalyk,1526193,50.046996,66.589258,12.26,85,68,4.16,http://api.openweathermap.org/data/2.5/weather?lat=50.046996&lon=66.589258&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Great Bend,4272340,38.3776035,-98.721042,58.66,18,1,21.92,http://api.openweathermap.org/data/2.5/weather?lat=38.3776035&lon=-98.721042&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Cape Parry,5916134,70.6641485,-124.640127,-4.01,76,90,29.97,http://api.openweathermap.org/data/2.5/weather?lat=70.6641485&lon=-124.640127&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Lodeynoye Pole,534560,60.758796,33.501657,35.35,99,92,5.95,http://api.openweathermap.org/data/2.5/weather?lat=60.758796&lon=33.501657&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Torrowangee,2146205,-30.4527695,141.741898,71.75,33,0,12.33,http://api.openweathermap.org/data/2.5/weather?lat=-30.4527695&lon=141.741898&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Tiku,1213459,-0.097137,99.660926,74.81,100,88,4.16,http://api.openweathermap.org/data/2.5/weather?lat=-0.097137&lon=99.660926&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Soya,489952,57.970016,57.763185,3.71,82,64,3.49,http://api.openweathermap.org/data/2.5/weather?lat=57.970016&lon=57.763185&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Burum,76699,13.963148,48.707400,77.51,100,0,13.33,http://api.openweathermap.org/data/2.5/weather?lat=13.963148&lon=48.707400&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Svetlyy,1490501,50.9154145,60.560225,1.33,70,44,4.72,http://api.openweathermap.org/data/2.5/weather?lat=50.9154145&lon=60.560225&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Canyon Day,5288439,33.768527,-110.228898,42.8,17,1,8.05,http://api.openweathermap.org/data/2.5/weather?lat=33.768527&lon=-110.228898&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Eads,5420323,38.4917265,-102.387486,57.2,14,1,5.82,http://api.openweathermap.org/data/2.5/weather?lat=38.4917265&lon=-102.387486&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Santa Rosa de Tastil,3835937,-24.732958,-66.069679,75.2,60,20,3.36,http://api.openweathermap.org/data/2.5/weather?lat=-24.732958&lon=-66.069679&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Taoudenni,2450173,23.2572295,-4.722703,64.69,25,0,3.83,http://api.openweathermap.org/data/2.5/weather?lat=23.2572295&lon=-4.722703&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Charqueada,3402206,-8.729664,-47.746929,80.71,99,64,6.51,http://api.openweathermap.org/data/2.5/weather?lat=-8.729664&lon=-47.746929&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Dundas,3831682,76.174295,-67.028004,17.6,92,90,6.93,http://api.openweathermap.org/data/2.5/weather?lat=76.174295&lon=-67.028004&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Joaquin V. Gonzalez,3853491,-25.0646855,-63.900575,83.45,47,64,15.46,http://api.openweathermap.org/data/2.5/weather?lat=-25.0646855&lon=-63.900575&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Amd,78448,15.1542345,47.831279,43.45,54,0,6.96,http://api.openweathermap.org/data/2.5/weather?lat=15.1542345&lon=47.831279&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Sandy Bay,3602359,16.7595575,-86.927021,75.2,60,90,11.41,http://api.openweathermap.org/data/2.5/weather?lat=16.7595575&lon=-86.927021&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ternuvate,691639,47.826838,36.076655,44.6,75,75,13.42,http://api.openweathermap.org/data/2.5/weather?lat=47.826838&lon=36.076655&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Arana,3436307,-35.0303545,-57.905697,70.95,47,0,12.75,http://api.openweathermap.org/data/2.5/weather?lat=-35.0303545&lon=-57.905697&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ayakkum,610513,46.4514365,58.381732,19.96,80,76,6.73,http://api.openweathermap.org/data/2.5/weather?lat=46.4514365&lon=58.381732&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Ad Dakhla,2463447,22.992674,-17.146024,67.48,100,0,14.45,http://api.openweathermap.org/data/2.5/weather?lat=22.992674&lon=-17.146024&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Riohacha,3670745,12.3788565,-73.349372,81.65,100,8,14.45,http://api.openweathermap.org/data/2.5/weather?lat=12.3788565&lon=-73.349372&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Carloforte,2525348,39.1874075,6.981402,65.86,86,0,23.17,http://api.openweathermap.org/data/2.5/weather?lat=39.1874075&lon=6.981402&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Idfu,411165,24.8935155,33.118774,70.63,47,12,10.54,http://api.openweathermap.org/data/2.5/weather?lat=24.8935155&lon=33.118774&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Albany,7839657,-34.4730585,118.291796,66.4,86,32,4.05,http://api.openweathermap.org/data/2.5/weather?lat=-34.4730585&lon=118.291796&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Montepuez,1037125,-13.8299485,39.358138,72.7,100,92,3.38,http://api.openweathermap.org/data/2.5/weather?lat=-13.8299485&lon=39.358138&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Bungkap,1647639,-1.258609,111.271488,71.48,99,64,1.92,http://api.openweathermap.org/data/2.5/weather?lat=-1.258609&lon=111.271488&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
Lumatil,1705222,5.301189,124.752732,83.95,100,88,15.57,http://api.openweathermap.org/data/2.5/weather?lat=5.301189&lon=124.752732&units=imperial&APPID=98e3ccea11f09b110709f20f639dc7e9
